0.000000	0.480000	0.480000	0.480000	0.480000	0.480000
1.000000	0.420000	0.420000	0.480000	0.320000	0.480000
2.000000	0.500000	0.420000	0.500000	0.180000	0.480000
3.000000	0.420000	0.480000	0.480000	0.000000	0.500000
4.000000	0.180000	0.320000	0.320000	0.000000	0.420000
5.000000	0.000000	0.320000	0.180000	0.000000	0.320000
6.000000	0.000000	0.180000	0.180000	0.000000	0.320000
7.000000	0.000000	0.180000	0.000000	0.000000	0.420000
8.000000	0.000000	0.000000	0.000000	0.000000	0.420000
9.000000	0.000000	0.000000	0.000000	0.000000	0.480000
10.000000	0.000000	0.000000	0.000000	0.000000	0.500000
11.000000	0.000000	0.000000	0.000000	0.000000	0.320000
12.000000	0.000000	0.000000	0.000000	0.000000	0.500000
13.000000	0.000000	0.000000	0.000000	0.000000	0.480000
14.000000	0.000000	0.000000	0.000000	0.000000	0.320000
15.000000	0.000000	0.000000	0.000000	0.000000	0.320000
16.000000	0.000000	0.000000	0.000000	0.000000	0.180000
17.000000	0.000000	0.000000	0.000000	0.000000	0.180000
18.000000	0.000000	0.000000	0.000000	0.000000	0.180000
19.000000	0.000000	0.000000	0.000000	0.000000	0.180000
20.000000	0.000000	0.000000	0.000000	0.000000	0.320000
