0.000000	0.420798	0.420798	0.420798	0.420798	0.420798
1.000000	0.405822	0.414302	0.438048	0.428558	0.429312
2.000000	0.377982	0.400542	0.442878	0.438048	0.451950
3.000000	0.368928	0.391422	0.434478	0.453792	0.453182
4.000000	0.361662	0.391422	0.430808	0.448800	0.455000
5.000000	0.340952	0.396942	0.437342	0.457950	0.461912
6.000000	0.370968	0.400542	0.433752	0.449438	0.468750
7.000000	0.366872	0.392352	0.442200	0.453792	0.469742
8.000000	0.379950	0.404952	0.453182	0.457950	0.473088
9.000000	0.386712	0.412638	0.445550	0.476238	0.475358
10.000000	0.393278	0.400542	0.457368	0.468248	0.479192
11.000000	0.377982	0.398750	0.462462	0.444222	0.494168
12.000000	0.370968	0.404078	0.459102	0.451328	0.494798
13.000000	0.367902	0.391422	0.457950	0.448158	0.492558
14.000000	0.375998	0.396942	0.466200	0.443552	0.492062
15.000000	0.379950	0.407550	0.461912	0.460238	0.489632
16.000000	0.361662	0.400542	0.470718	0.462462	0.490752
17.000000	0.367902	0.393278	0.471678	0.471678	0.488448
18.000000	0.378968	0.396032	0.486878	0.474462	0.477950
19.000000	0.377982	0.392352	0.477950	0.474462	0.484862
20.000000	0.382872	0.395118	0.488750	0.468750	0.489918
